Nazwa dewelopera,Forma prawna dewelopera,Nr KRS,Nr NIP,Nr REGON,Nr telefonu,Adres poczty elektronicznej,Nr faxu,Adres strony internetowej dewelopera,Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera,Województwo adresu lokalu, w którym prowadzona jest sprzedaż,Powiat adresu lokalu, w którym prowadzona jest sprzedaż,Gmina adresu lokalu, w którym prowadzona jest sprzedaż,Miejscowość adresu lokalu, w którym prowadzona jest sprzedaż,Ulica adresu lokalu, w którym prowadzona jest sprzedaż,Nr nieruchomości adresu lokalu, w którym prowadzona jest sprzedaż,Nr lokalu adresu lokalu, w którym prowadzona jest sprzedaż,Kod pocztowy adresu lokalu, w którym prowadzona jest sprzedaż,Dodatkowe lokalizacje, w których prowadzona jest sprzedaż,Sposób kontaktu nabywcy z deweloperem,Województwo lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Powiat lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Gmina lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Miejscowość lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Ulica lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Nr nieruchomości lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Kod pocztowy lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego,Nr lokalu lub domu jednorodzinnego nadany przez dewelopera,Cena m 2 powierzchni użytkowej lokalu mieszkalnego / domu jednorodzinnego [zł],Data od której cena obowiązuje cena m 2 powierzchni użytkowej lokalu mieszkalnego / domu jednorodzinnego,Cena lokalu mieszkalnego lub domu jednorodzinnego będących przedmiotem umowy stanowiąca iloczyn ceny m2 oraz powierzchni [zł],Data od której cena obowiązuje cena lokalu mieszkalnego lub domu jednorodzinnego będących przedmiotem umowy stanowiąca iloczyn ceny m2 oraz powierzchni,Cena lokalu mieszkalnego lub domu jednorodzinnego uwzględniająca cenę lokalu stanowiącą iloczyn powierzchni oraz metrażu i innych składowych ceny, o których mowa w art. 19a ust. 1 pkt 1), 2) lub 3) [zł],Data od której obowiązuje cena lokalu mieszkalnego lub domu jednorodzinnego uwzględniająca cenę lokalu stanowiącą iloczyn powierzchni oraz metrażu i innych składowych ceny, o których mowa w art. 19a ust. 1 pkt 1), 2) lub 3),Rodzaj części nieruchomości będących przedmiotem umowy,Oznaczenie części nieruchomości nadane przez dewelopera,Cena części nieruchomości, będących przedmiotem umowy [zł],Data od której obowiązuje cena części nieruchomości, będących przedmiotem umowy,Rodzaj pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali,Oznaczenie pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali,Wyszczególnienie cen pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali [zł],Data od której obowiązuje cena wyszczególnionych pomieszczeń przynależnych, o których mowa w art. 2 ust. 4 ustawy z dnia 24 czerwca 1994 r. o własności lokali,Wyszczególnienie praw niezbędnych do korzystania z lokalu mieszkalnego lub domu jednorodzinnego,Wartość praw niezbędnych do korzystania z lokalu mieszkalnego lub domu jednorodzinnego [zł],Data od której obowiązuje cena wartości praw niezbędnych do korzystania z lokalu mieszkalnego lub domu jednorodzinnego,Wyszczególnienie rodzajów innych świadczeń pieniężnych, które nabywca zobowiązany jest spełnić na rzecz dewelopera w wykonaniu umowy przenoszącej własność,Wartość innych świadczeń pieniężnych, które nabywca zobowiązany jest spełnić na rzecz dewelopera w wykonaniu umowy przenoszącej własność [zł],Data od której obowiązuje cena wartości innych świadczeń pieniężnych, które nabywca zobowiązany jest spełnić na rzecz dewelopera w wykonaniu umowy przenoszącej własność,Adres strony internetowej, pod którym dostępny jest prospekt informacyjny
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979087,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-148,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,1,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,1,"16 300,00",2026-03-09 09:34:56,,,"1 075 311,00",2026-03-09 10:15:08,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979088,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-149,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,2,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,2,"15 120,00",2026-03-09 09:35:05,,,"1 406 462,40",2026-03-09 09:31:15,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979089,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-150,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,3,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,3,"15 660,00",2026-03-09 10:23:48,,,"1 386 611,80",2026-03-09 09:31:26,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979090,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-151,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,4,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,4,"15 660,00",2026-03-09 09:35:23,,,"1 308 236,40",2026-03-09 09:31:48,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979091,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-152,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,5,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,5,"15 120,00",2026-03-09 09:35:24,,,"1 406 008,80",2026-03-09 09:31:55,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979092,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-153,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,6,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,6,"15 660,00",2026-03-09 09:35:32,,,"1 301 032,80",2026-03-09 09:32:08,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979093,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-154,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,7,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,7,"16 300,00",2026-03-09 10:25:06,,,"911 985,00",2026-03-09 10:26:26,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979094,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-155,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,8,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,8,"14 040,00",2026-03-09 09:35:42,,,"1 932 325,20",2026-03-09 09:32:25,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979095,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-156,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,,,,,,,,,,,,,,,,,,,,,,
Unia Deweloperów,spólka z ograniczoną odpowiedzialnoscią,0000979096,8992930656,522548981,536567865,uniadewelop@gmail.com,-,https://uniadeweloperow.pl/,Dolnosląskie,Wrocław,Wrocław,Wolbromska,18,1b,53-157,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,,54-138,,mailowo,Dolnosląskie,Wrocław,Wrocław,Wrocław,Tkacka,40-42,54-138,,,,,,"45 000,00",2026-03-09 09:33:41,,,,,,,,,,,,,,,
